country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
El Salvador,1950,SLV,2199903,4607025152.000,,,0.267,,,0.122,0.058,,,,,,,,0.267,,,,0.267,,,,,,,,,,,,,,0.267,0.122,,,,,0.000,,,0.000,,,,0.000,,,,0.020,,,,,
El Salvador,1951,SLV,2237778,4697814016.000,,,0.322,0.055,20.550,0.144,0.069,,,,,,,,0.590,,,,0.590,,,,,,,,,,,,,,0.322,0.144,,,,,0.010,,,0.000,,,,0.000,,,,0.020,,,,,
El Salvador,1952,SLV,2280443,5049962496.000,,,0.388,0.066,20.450,0.170,0.077,,,,,,,,0.978,,,,0.978,,,,,,,,,,,,,,0.388,0.170,,,,,0.010,,,0.000,,,,0.000,,,,0.020,,,,,
El Salvador,1953,SLV,2327374,5409458176.000,0.018,0.008,0.418,0.029,7.510,0.179,0.077,,,,,,,0.018,1.396,,,,1.378,,,,,,,,,,,,,,0.399,0.172,,,,0.020,0.010,,0.000,0.000,,,,0.000,,,,0.020,,,,,
El Salvador,1954,SLV,2378242,5474093056.000,0.025,0.011,0.469,0.051,12.270,0.197,0.086,,,,,,,0.044,1.865,,,,1.821,,,,,,,,,,,,,,0.443,0.186,,,,0.030,0.010,,0.000,0.000,,,,0.010,,,,0.020,,,,,
El Salvador,1955,SLV,2432877,5752750080.000,0.029,0.012,0.461,-0.007,-1.570,0.190,0.080,,,,,,,0.073,2.326,,,,2.253,,,,,,,,,,,,,,0.432,0.178,,,,0.030,0.010,,0.010,0.000,,,,0.010,,,,0.020,,,,,
El Salvador,1956,SLV,2491249,6208903680.000,0.033,0.013,0.527,0.066,14.290,0.212,0.085,,,,,,,0.105,2.853,,,,2.748,,,,,,,,,,,,,,0.495,0.199,,,,0.030,0.010,,0.010,0.000,,,,0.010,,,,0.020,,,,,
El Salvador,1957,SLV,2553506,6537358848.000,0.044,0.017,0.597,0.070,13.180,0.234,0.091,,,,,,,0.149,3.450,,,,3.301,,,,,,,,,,,,,,0.553,0.217,,,,0.040,0.010,,0.010,0.000,,,,0.010,,,,0.020,,,,,
El Salvador,1958,SLV,2619901,6679128064.000,0.044,0.017,0.597,0.000,0.000,0.228,0.089,,,,,,,0.193,4.047,,,,3.855,,,,,,,,,,,,,,0.553,0.211,,,,0.030,0.010,,0.010,0.000,,,,0.010,,,,0.020,,,,,
El Salvador,1959,SLV,2690747,6978779648.000,0.040,0.015,0.604,0.007,1.230,0.225,0.087,,,,,,,0.233,4.651,,,,4.419,,,,,,,,,,,,,,0.564,0.210,,,,0.030,0.010,,0.010,0.000,,,,0.010,,,,0.020,,,,,
El Salvador,1960,SLV,2766319,7261992960.000,0.044,0.016,0.619,0.015,2.420,0.224,0.085,,,,,,,0.276,5.270,,,,4.994,,,,,,,,,,,,,,0.575,0.208,,,,0.030,0.010,,0.010,0.000,,,,0.010,,,,0.020,,,,,
El Salvador,1961,SLV,2846601,7517508096.000,0.036,0.013,0.582,-0.037,-5.910,0.205,0.078,,,,,,,0.313,5.853,,,,5.540,,,,,,,,,,,,,,0.546,0.192,,,,0.020,0.010,,0.010,0.000,,,,0.010,,,,0.020,,,,,
El Salvador,1962,SLV,2931187,8413417472.000,0.033,0.011,0.648,0.066,11.330,0.221,0.077,,,,,,,0.345,6.501,,,,6.156,,,,,,,,,,,,,,0.616,0.210,,,,0.020,0.010,,0.010,0.000,,,,0.010,,,,0.020,,,,,
El Salvador,1963,SLV,3019224,8780534784.000,0.040,0.013,1.125,0.476,73.470,0.373,0.128,,,,,,,0.385,7.625,,,,7.240,,,,,,,,,,,,,,1.085,0.359,,,,0.020,0.010,,0.020,0.000,,,,0.010,,,,0.030,,,,,
El Salvador,1964,SLV,3109571,9596141568.000,0.044,0.014,1.231,0.106,9.450,0.396,0.128,,,,,,,0.429,8.856,,,,8.427,,,,,,,,,,,,,,1.187,0.382,,,,0.020,0.010,,0.020,0.000,,,,0.010,,,,0.030,,,,,
El Salvador,1965,SLV,3201310,10112822272.000,0.040,0.013,1.040,-0.190,-15.480,0.325,0.103,,,,,,,0.469,9.896,,,,9.427,,,,,,,,,,,,,,1.000,0.312,,,,0.020,0.010,,0.020,0.000,,,,0.010,,,,0.020,,,,,
El Salvador,1966,SLV,3293954,10836105216.000,0.069,0.021,1.304,0.264,25.340,0.396,0.120,,,,,,,0.538,11.200,,,,10.662,,,,,,,,,,,,,,1.235,0.375,,,,0.030,0.010,,0.020,0.000,,,,0.010,,,,0.030,,,,,
El Salvador,1967,SLV,3387384,11425164288.000,0.069,0.020,1.157,-0.147,-11.240,0.342,0.101,,,,,,,0.607,12.357,,,,11.750,,,,,,,,,,,,,,1.088,0.321,,,,0.030,0.010,,0.020,0.000,,,,0.010,,,,0.020,,,,,
El Salvador,1968,SLV,3481624,11795955712.000,0.076,0.022,1.260,0.103,8.860,0.362,0.107,,,,,,,0.683,13.617,,,,12.934,,,,,,,,,,,,,,1.183,0.340,,,,0.030,0.010,,0.020,0.000,,,,0.020,,,,0.020,,,,,
El Salvador,1969,SLV,3576834,12211503104.000,0.069,0.019,1.190,-0.070,-5.520,0.333,0.097,,,,,,,0.752,14.807,,,,14.055,,,,,,,,,,,,,,1.121,0.313,,,,0.030,0.010,,0.020,0.000,,,,0.020,,,,0.020,,,,,
El Salvador,1970,SLV,3673066,12570427392.000,0.080,0.022,1.428,0.238,20.000,0.389,0.114,,,,,,,0.832,16.236,,,,15.403,,,,,,,,,,,,,,1.348,0.367,,,,0.030,0.010,,0.020,0.000,,,,0.020,,,,0.020,,,,,
El Salvador,1971,SLV,3770060,13182820352.000,0.091,0.024,1.509,0.081,5.640,0.400,0.115,,,,,,,0.923,17.745,,,,16.821,,,,,,,,,,,,,,1.418,0.376,,,,0.030,0.010,,0.020,0.000,,,,0.020,,,,0.020,,,,,
El Salvador,1972,SLV,3867310,13906455552.000,0.109,0.028,1.677,0.168,11.160,0.434,0.121,,,,,,,1.032,19.422,,,,18.390,,,,,,,,,,,,,,1.568,0.405,,,,0.030,0.010,,0.020,0.000,,,,0.020,,,,0.020,,,,,
El Salvador,1973,SLV,3964273,14612159488.000,0.120,0.030,1.967,0.289,17.250,0.496,0.135,,,,,,,1.152,21.388,,,,20.236,,,,,,,,,,,,,,1.847,0.466,,,,0.040,0.010,,0.020,0.000,,,,0.020,,,,0.020,,,,,
El Salvador,1974,SLV,4060255,15542391808.000,0.145,0.036,1.970,0.003,0.180,0.485,0.127,,,,,,,1.297,23.358,,,,22.061,,,,,,,,,,,,,,1.825,0.449,,,,0.040,0.010,,0.020,0.000,,,,0.020,,,,0.020,,,,,
El Salvador,1975,SLV,4154689,16413573120.000,0.164,0.039,2.105,0.135,6.870,0.507,0.128,,,,,,,1.461,25.464,,,,24.003,,,,,,,,,,,,,,1.942,0.467,,,,0.050,0.010,,0.020,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1976,SLV,4247508,17058357248.000,0.159,0.037,2.207,0.101,4.810,0.520,0.129,,,,,,,1.620,27.671,,,,26.051,,,,,,,,,,,,,,2.048,0.482,,,,0.050,0.010,,0.030,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1977,SLV,4338451,18087909376.000,0.182,0.042,2.282,0.075,3.400,0.526,0.126,,,,,,,1.802,29.952,,,,28.151,,,,,,,,,,,,,,2.099,0.484,,,,0.050,0.010,,0.030,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1978,SLV,4426679,19247497216.000,0.220,0.050,2.381,0.100,4.370,0.538,0.124,,,,,,,2.021,32.334,,,,30.312,,,,,,,,,,,,,,2.162,0.488,,,,0.060,0.010,,0.030,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1979,SLV,4511127,18922278912.000,0.281,0.062,2.377,-0.005,-0.200,0.527,0.126,,,,,,,2.302,34.710,,,,32.408,,,,,,,,,,,,,,2.096,0.465,,,,0.070,0.010,,0.030,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1980,SLV,4591135,17280720896.000,0.247,0.054,2.119,-0.257,-10.830,0.462,0.123,0.160,,,,,,2.549,36.830,,,,34.280,,2884.734,0.766,,,,,,,,,,,1.872,0.408,,,13.244,0.060,0.010,,0.030,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1981,SLV,4666361,15850661888.000,0.214,0.046,1.819,-0.301,-14.190,0.390,0.115,0.151,,,,,,2.763,38.649,,,,35.885,,2577.276,0.759,,,,,,,,,,,1.605,0.344,,,12.027,0.050,0.010,,0.030,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1982,SLV,4737256,14958442496.000,0.195,0.041,1.752,-0.067,-3.660,0.370,0.117,0.141,,,,,,2.958,40.401,,,,37.442,,2617.057,0.829,,,,,,,,,,,1.557,0.329,,,12.398,0.050,0.010,,0.030,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1983,SLV,4804936,15073953792.000,0.200,0.042,1.885,0.133,7.610,0.392,0.125,0.151,,,,,,3.158,42.286,,,,39.128,,2595.527,0.827,,,,,,,,,,,1.685,0.351,,,12.471,0.050,0.010,,0.040,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1984,SLV,4871041,15421202432.000,0.181,0.037,1.588,-0.297,-15.760,0.326,0.103,0.121,,,,,,3.339,43.874,,,,40.535,,2704.622,0.854,,,,,,,,,,,1.407,0.289,,,13.174,0.040,0.010,,0.040,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1985,SLV,4936803,15722767360.000,0.203,0.041,1.965,0.377,23.740,0.398,0.125,0.147,,,,,,3.542,45.840,,,,42.297,,2715.672,0.853,,,,,,,,,,,1.762,0.357,,,13.407,0.050,0.010,,0.040,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1986,SLV,5002339,15830937600.000,0.198,0.040,1.967,0.002,0.110,0.393,0.124,0.140,,,,,,3.740,47.807,,,,44.067,,2817.530,0.890,,,,,,,,,,,1.770,0.354,,,14.094,0.050,0.010,,0.040,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1987,SLV,5067531,16252802048.000,0.271,0.054,2.414,0.447,22.720,0.477,0.149,0.176,,,,,,4.011,50.222,,,,46.210,,2710.333,0.845,,,,,,,,,,,2.143,0.423,,,13.735,0.060,0.010,,0.040,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1988,SLV,5133273,16515979264.000,0.275,0.054,2.433,0.019,0.770,0.474,0.147,0.162,,,,,,4.286,52.655,,,,48.368,,2918.664,0.907,,,,,,,,,,,2.158,0.420,,,14.982,0.060,0.010,,0.040,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1989,SLV,5200608,16692308992.000,0.276,0.053,2.547,0.114,4.690,0.490,0.153,0.168,,,,,,4.562,55.202,,,,50.640,,2914.985,0.908,,,,,,,,,,,2.272,0.437,,,15.160,0.060,0.010,,0.040,0.010,,,,0.020,,,,0.020,,,,,
El Salvador,1990,SLV,5270074,17260965888.000,0.277,0.052,2.475,-0.072,-2.830,0.470,0.143,0.157,,,4.017,0.762,0.233,4.838,57.677,,,,52.839,,2982.455,0.911,,,,,1.302,1.509,3.220,0.611,1.250,0.237,2.198,0.417,,,15.718,0.060,0.010,,0.040,0.010,,,,0.020,,,,0.020,,7.950,6.860,1.542,62.310
El Salvador,1991,SLV,5342190,18153449472.000,0.293,0.055,3.155,0.680,27.460,0.590,0.174,0.203,,,4.605,0.862,0.254,5.132,60.832,,,,55.700,,2907.949,0.856,,,,,1.430,1.634,3.290,0.616,1.280,0.240,2.862,0.536,,,15.535,0.060,0.010,,0.040,0.010,,,,0.020,,,,0.030,,8.730,7.640,1.450,45.960
El Salvador,1992,SLV,5416327,19825256448.000,0.180,0.033,3.317,0.162,5.140,0.612,0.167,0.189,,,4.917,0.908,0.248,5.312,64.148,,,,58.837,,3245.914,0.887,,,,,1.481,1.682,3.360,0.620,1.300,0.240,3.136,0.579,,,17.581,0.030,0.010,,0.040,0.010,,,,0.020,,,,0.030,,9.110,8.020,1.600,48.250
El Salvador,1993,SLV,5490478,21604952064.000,0.370,0.067,3.976,0.659,19.860,0.724,0.184,0.218,0.004,0.001,5.349,0.974,0.248,5.682,68.124,0.004,,,62.438,,3318.133,0.843,,,,,1.548,1.745,3.290,0.599,1.270,0.231,3.602,0.656,,,18.218,0.070,0.020,0.000,0.040,0.010,0.000,,,0.020,,,,0.040,,9.580,8.500,1.374,34.550
El Salvador,1994,SLV,5561916,23258529792.000,0.365,0.066,4.513,0.537,13.510,0.811,0.194,0.226,0.004,0.001,5.959,1.071,0.256,6.047,72.637,0.007,,,66.582,,3585.935,0.858,,,,,1.638,1.834,3.400,0.611,1.240,0.223,4.144,0.745,,,19.945,0.060,0.020,0.000,0.040,0.010,0.000,,,0.020,,,,0.040,,10.200,9.110,1.446,32.050
El Salvador,1995,SLV,5628602,25119266816.000,0.382,0.068,4.998,0.486,10.760,0.888,0.199,0.201,0.004,0.001,6.524,1.159,0.260,6.429,77.635,0.011,,,71.195,,4412.569,0.989,,,,,1.666,1.860,3.250,0.577,1.150,0.204,4.613,0.820,,,24.837,0.060,0.020,0.000,0.040,0.010,0.000,,,0.020,,,,0.050,,10.470,9.380,1.525,30.510
El Salvador,1996,SLV,5689943,25931149312.000,0.406,0.071,4.414,-0.584,-11.680,0.776,0.170,0.174,0.004,0.001,6.055,1.064,0.234,6.835,82.050,0.015,,,75.200,,4464.882,0.980,,,,,1.638,1.830,3.570,0.627,1.340,0.236,4.005,0.704,,,25.405,0.060,0.020,0.000,0.040,0.010,0.000,,,0.020,,,,0.040,,10.410,9.320,1.640,37.150
El Salvador,1997,SLV,5746288,27444885504.000,0.436,0.076,5.416,1.001,22.680,0.942,0.197,0.215,0.004,0.001,7.206,1.254,0.263,7.271,87.465,0.018,,,80.176,,4388.286,0.919,,,,,1.773,1.961,3.470,0.604,1.370,0.238,4.976,0.866,,,25.216,0.070,0.020,0.000,0.040,0.010,0.000,,,0.020,,,,0.050,,11.270,10.190,1.790,33.050
El Salvador,1998,SLV,5797764,28907124736.000,0.455,0.079,5.731,0.315,5.820,0.988,0.198,0.199,0.004,0.001,8.136,1.403,0.282,7.726,93.197,0.022,,,85.448,,4958.453,0.994,,,,,1.777,1.965,3.370,0.581,1.220,0.210,5.272,0.909,,,28.748,0.070,0.020,0.000,0.050,0.010,0.000,,,0.020,,,,0.050,,11.390,10.300,2.405,41.960
El Salvador,1999,SLV,5844834,30355224576.000,0.440,0.075,5.588,-0.143,-2.500,0.956,0.184,0.184,0.004,0.001,7.891,1.350,0.260,8.166,98.784,0.026,,,90.592,,5195.142,1.000,,,,,1.798,1.985,3.570,0.611,1.290,0.221,5.144,0.880,,,30.365,0.060,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,11.600,10.510,2.303,41.210
El Salvador,2000,SLV,5887930,31478454272.000,0.453,0.077,5.671,0.083,1.490,0.963,0.180,0.193,0.004,0.001,8.215,1.395,0.261,8.620,104.455,0.029,,,95.806,,4993.718,0.934,,,,,1.719,1.902,3.270,0.555,1.170,0.199,5.214,0.886,,,29.403,0.060,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,11.200,10.120,2.544,44.850
El Salvador,2001,SLV,5927001,32499939328.000,0.497,0.084,5.857,0.186,3.290,0.988,0.180,0.192,0.004,0.001,8.869,1.496,0.273,9.116,110.313,0.033,,,101.163,,5151.206,0.939,,,,,1.815,1.999,3.590,0.606,1.240,0.209,5.357,0.904,,,30.531,0.070,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,11.850,10.760,3.011,51.410
El Salvador,2002,SLV,5962139,33751220224.000,0.556,0.093,6.070,0.212,3.630,1.018,0.180,0.194,,,9.112,1.528,0.270,9.672,116.383,,,,106.678,,5245.167,0.927,,,,,1.845,2.026,3.790,0.636,1.200,0.201,5.514,0.925,,,31.272,0.070,0.020,,0.050,0.010,,,,0.030,,,,0.050,,12.080,11.000,3.043,50.130
El Salvador,2003,SLV,5994075,35029540864.000,0.580,0.097,6.435,0.365,6.010,1.074,0.184,0.193,0.004,0.001,9.381,1.565,0.268,10.252,122.817,0.037,,,112.529,,5566.485,0.953,,,,,1.930,2.110,3.770,0.629,1.210,0.202,5.851,0.976,,,33.366,0.070,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,12.650,11.570,2.947,45.790
El Salvador,2004,SLV,6023801,36185186304.000,0.523,0.087,6.254,-0.181,-2.810,1.038,0.173,0.188,0.004,0.001,9.023,1.498,0.249,10.775,129.071,0.040,,,118.256,,5524.106,0.920,,,,,1.979,2.160,3.860,0.641,1.300,0.216,5.727,0.951,,,33.276,0.060,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,13.010,11.920,2.770,44.290
El Salvador,2005,SLV,6052124,38001442816.000,0.464,0.077,6.298,0.044,0.700,1.041,0.166,0.183,0.004,0.001,8.903,1.471,0.234,11.239,135.369,0.044,,,124.086,,5688.374,0.906,,,,,2.034,2.214,3.940,0.651,1.450,0.240,5.830,0.963,,,34.427,0.050,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,13.400,12.310,2.605,41.360
El Salvador,2006,SLV,6079395,40054317056.000,0.533,0.088,6.718,0.420,6.670,1.105,0.168,0.185,0.004,0.001,9.325,1.534,0.233,11.772,142.087,0.048,,,130.267,,5985.292,0.908,,,,,2.105,2.283,4.060,0.668,1.390,0.229,6.181,1.017,,,36.387,0.050,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.060,,13.880,12.800,2.607,38.800
El Salvador,2007,SLV,6105810,42202460160.000,0.521,0.085,6.846,0.128,1.900,1.121,0.162,0.180,0.004,0.001,9.424,1.543,0.223,12.294,148.932,0.051,,,136.587,,6213.651,0.899,,,,,2.190,2.367,4.130,0.676,1.490,0.244,6.321,1.035,,,37.939,0.050,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.060,,14.450,13.370,2.578,37.670
El Salvador,2008,SLV,6131767,43393064960.000,0.516,0.084,6.405,-0.441,-6.440,1.044,0.148,0.172,0.004,0.001,9.333,1.522,0.215,12.810,155.337,0.055,,,142.472,,6072.371,0.858,,,,,2.089,2.265,4.200,0.685,1.570,0.256,5.885,0.960,,,37.234,0.050,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,13.890,12.810,2.928,45.710
El Salvador,2009,SLV,6157678,42668179456.000,0.479,0.078,6.312,-0.092,-1.440,1.025,0.148,0.176,0.004,0.001,8.165,1.326,0.191,13.289,161.650,0.059,,,148.302,,5829.520,0.841,,,,,2.020,2.196,4.130,0.671,1.480,0.240,5.830,0.947,,,35.896,0.040,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,13.520,12.440,1.853,29.350
El Salvador,2010,SLV,6183877,43862777856.000,0.507,0.082,6.319,0.006,0.100,1.022,0.144,0.170,0.004,0.001,8.434,1.364,0.192,13.796,167.968,0.062,,,154.110,,6014.149,0.848,,,,,1.971,2.146,4.000,0.647,1.490,0.241,5.808,0.939,,,37.191,0.040,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,13.270,12.190,2.116,33.480
El Salvador,2011,SLV,6210567,45520506880.000,0.516,0.083,6.499,0.181,2.860,1.046,0.143,0.175,0.004,0.001,9.134,1.471,0.201,14.312,174.468,0.066,,,160.089,,5987.717,0.817,,,,,1.948,2.122,3.690,0.594,1.450,0.233,5.980,0.963,,,37.187,0.040,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,13.180,12.100,2.634,40.530
El Salvador,2012,SLV,6237922,46608113664.000,0.536,0.086,6.472,-0.028,-0.420,1.038,0.139,0.173,0.004,0.001,8.747,1.402,0.188,14.848,180.939,0.070,,,166.021,,6006.414,0.804,,,,,1.964,2.139,3.860,0.619,1.420,0.228,5.932,0.951,,,37.468,0.040,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,13.340,12.250,2.276,35.160
El Salvador,2013,SLV,6266076,48017379328.000,0.466,0.074,6.094,-0.377,-5.830,0.973,0.127,0.167,0.004,0.001,8.654,1.381,0.180,15.315,187.034,0.073,,,171.646,,5837.131,0.762,,,,,1.832,2.009,3.530,0.563,1.290,0.206,5.625,0.898,,,36.576,0.030,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,12.590,11.480,2.559,41.990
El Salvador,2014,SLV,6295124,49026875392.000,0.388,0.062,6.151,0.057,0.930,0.977,0.125,0.165,0.004,0.001,8.551,1.358,0.174,15.702,193.185,0.077,,,177.406,,5933.675,0.762,,,,,1.871,2.043,3.720,0.591,1.210,0.192,5.760,0.915,,,37.353,0.030,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,12.860,11.780,2.400,39.020
El Salvador,2015,SLV,6325121,50319724544.000,0.388,0.061,6.675,0.524,8.520,1.055,0.133,0.173,0.004,0.001,8.602,1.360,0.171,16.090,199.860,0.081,,,183.690,,6109.708,0.768,,,,,1.932,2.107,3.710,0.587,1.270,0.201,6.284,0.993,,,38.645,0.030,0.020,0.000,0.050,0.010,0.000,,,0.030,,,,0.050,,13.330,12.220,1.927,28.860
El Salvador,2016,SLV,6356137,51736932352.000,0.388,0.061,6.646,-0.030,-0.440,1.046,0.128,0.171,0.004,0.001,8.458,1.331,0.163,16.478,206.506,0.084,,,189.944,,6128.892,0.753,,,,,1.927,2.097,3.580,0.563,1.200,0.189,6.254,0.984,,,38.956,0.030,0.020,0.000,0.040,0.010,0.000,,,0.030,,,,0.050,,13.330,12.250,1.813,27.270
El Salvador,2017,SLV,6388124,53130547200.000,0.388,0.061,6.016,-0.630,-9.480,0.942,0.113,0.156,0.004,0.001,8.004,1.253,0.151,16.865,212.522,0.088,,,195.569,,6047.287,0.727,,,,,1.797,1.971,3.550,0.556,1.250,0.196,5.624,0.881,,,38.631,0.030,0.020,0.000,0.040,0.010,0.000,,,0.040,,,,0.050,,12.590,11.480,1.988,33.050
El Salvador,2018,SLV,6420740,54756343808.000,0.388,0.060,6.371,0.355,5.910,0.992,0.116,0.153,0.004,0.001,8.365,1.303,0.153,17.253,218.893,0.092,,,201.549,,6487.490,0.761,,,,,1.842,2.012,3.500,0.545,1.170,0.182,5.980,0.931,,,41.654,0.020,0.020,0.000,0.040,0.010,0.000,,,0.040,,,,0.050,,12.920,11.830,1.994,31.300
El Salvador,2019,SLV,6453550,,0.388,0.060,6.853,0.481,7.560,1.062,,0.150,0.005,0.001,8.616,1.335,,17.641,225.746,0.097,,,208.008,,7069.966,,,,,,1.987,2.157,3.490,0.541,1.180,0.183,6.460,1.001,,,45.626,0.020,0.020,0.000,0.040,0.010,0.000,,,0.040,,,,0.050,,13.920,12.820,1.763,25.730
El Salvador,2020,SLV,6486201,,0.388,0.060,6.124,-0.729,-10.640,0.944,,,0.004,0.001,,,,18.028,231.870,0.101,,,213.740,,,,,,,,,,,,,,5.732,0.884,,,,0.020,0.020,0.000,0.040,0.010,0.000,,,0.040,,,,0.050,,,,,
Guatemala,1941,GTM,2378675,10131749888.000,0.011,0.005,0.011,,,0.005,0.001,,,,,,,0.011,0.011,,,,,,,,,,,,,,,,,,,,,,,0.030,0.000,,0.000,0.000,,,,,,,,,,,,,
Guatemala,1942,GTM,2447226,10264899584.000,0.011,0.004,0.011,0.000,0.000,0.004,0.001,,,,,,,0.022,0.022,,,,,,,,,,,,,,,,,,,,,,,0.030,0.000,,0.000,0.000,,,,,,,,,,,,,
Guatemala,1943,GTM,2521695,6844499968.000,0.011,0.004,0.011,0.000,0.000,0.004,0.002,,,,,,,0.033,0.033,,,,,,,,,,,,,,,,,,,,,,,0.030,0.000,,0.010,0.000,,,,,,,,,,,,,
Guatemala,1944,GTM,2598430,6632249856.000,0.011,0.004,0.011,0.000,0.000,0.004,0.002,,,,,,,0.044,0.044,,,,,,,,,,,,,,,,,,,,,,,0.050,0.000,,0.010,0.000,,,,,,,,,,,,,
Guatemala,1945,GTM,2677499,6736840192.000,0.015,0.005,0.015,0.004,33.330,0.005,0.002,,,,,,,0.058,0.058,,,,,,,,,,,,,,,,,,,,,,,0.060,0.000,,0.010,0.000,,,,,,,,,,,,,
Guatemala,1946,GTM,2758975,7977500160.000,0.015,0.005,0.015,0.000,0.000,0.005,0.002,,,,,,,0.073,0.073,,,,,,,,,,,,,,,,,,,,,,,0.040,0.000,,0.010,0.000,,,,,,,,,,,,,
Guatemala,1947,GTM,2842930,8090359808.000,0.015,0.005,0.015,0.000,0.000,0.005,0.002,,,,,,,0.087,0.087,,,,,,,,,,,,,,,,,,,,,,,0.030,0.000,,0.010,0.000,,,,,,,,,,,,,
Guatemala,1948,GTM,2929440,8366159872.000,0.015,0.005,0.015,0.000,0.000,0.005,0.002,,,,,,,0.102,0.102,,,,,,,,,,,,,,,,,,,,,,,0.030,0.000,,0.010,0.000,,,,,,,,,,,,,
Guatemala,1949,GTM,3020057,9152799744.000,0.018,0.006,0.018,0.004,25.000,0.006,0.002,,,,,,,0.120,0.120,,,,,,,,,,,,,,,,,,,,,,,0.030,0.000,,0.010,0.000,,,,,,,,,,,,,
Guatemala,1950,GTM,3114956,9865907200.000,0.022,0.007,0.619,0.601,3306.740,0.199,0.063,,,,,,,0.142,0.739,,,,0.597,,,,,,,,,,,,,,0.597,0.192,,,,0.030,0.010,,0.020,0.000,,,,0.000,,,,0.040,,,,,
Guatemala,1951,GTM,3212327,10004358144.000,0.029,0.009,0.637,0.018,2.950,0.198,0.064,,,,,,,0.171,1.376,,,,1.205,,,,,,,,,,,,,,0.608,0.189,,,,0.040,0.010,,0.020,0.000,,,,0.000,,,,0.030,,,,,
Guatemala,1952,GTM,3311525,10213516288.000,0.029,0.009,0.645,0.007,1.150,0.195,0.063,,,,,,,0.200,2.021,,,,1.821,,,,,,,,,,,,,,0.616,0.186,,,,0.040,0.010,,0.020,0.000,,,,0.010,,,,0.030,,,,,
Guatemala,1953,GTM,3413156,10588291072.000,0.029,0.009,0.681,0.037,5.680,0.200,0.064,,,,,,,0.229,2.702,,,,2.473,,,,,,,,,,,,,,0.652,0.191,,,,0.030,0.010,,0.020,0.000,,,,0.010,,,,0.030,,,,,
Guatemala,1954,GTM,3517654,10782944256.000,0.029,0.008,0.744,0.062,9.140,0.211,0.069,,,,,,,0.258,3.446,,,,3.188,,,,,,,,,,,,,,0.714,0.203,,,,0.030,0.010,,0.020,0.000,,,,0.010,,,,0.030,,,,,
Guatemala,1955,GTM,3625305,11053790208.000,0.040,0.011,0.916,0.172,23.150,0.253,0.083,,,,,,,0.298,4.361,,,,4.063,,,,,,,,,,,,,,0.876,0.242,,,,0.040,0.010,,0.020,0.000,,,,0.010,,,,0.040,,,,,
